commit,kind,telemetry_sensitive_diff,retained_paths,absent_paths,classification,subject
978626f264d44bc9b3b918fafa8b280627c5c6af,change,no,2,0,retained/mixed; audit merged runtime,fix: correct fallback wording and tighten Kimi resolver test coverage
9dc8329d9c73e8ef542c23c84c4b000eeca6c3cc,change,yes,2,0,retained/mixed; audit merged runtime,fix: recognize cmux Kimi hook markers in CRLF-terminated configs
77e87bf4e23abda97cdad5133d279efe2dc0b7e3,change,yes,1,0,retained/mixed; audit merged runtime,test: isolate the CRLF trailing-blank-line regression from marker matching
24dd44e638ec49f60e8ba754dca5ed349ea54d0a,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10344 from smoreg/fix/kimi-code-hook-config-path
ac2feb881739cdc5dba9386eb8246f6d1a11b3c9,change,no,1,0,retained/mixed; audit merged runtime,test: cover option-only shortcut routing regression
6b77e30fd106e64327ad92073b8a39d126fb10cd,change,no,3,0,retained/mixed; audit merged runtime,fix: route option-only shortcuts before text fallback
142b8ba963ffed0069314a1a5d6692a7c47809af,change,no,2,0,retained/mixed; audit merged runtime,refactor: scope option-only routing policy
dd8c6bc8ecc4c2cab050d3ca6ff95f7fdd005d8a,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10452 from manaflow-ai/issue-10436-option-only-bindings
83bd7e4805b830a66b54f220ed1628ee5e27441b,change,no,1,0,retained/mixed; audit merged runtime,test: cover ssh-session-attach session ownership validation
f80f9ab42f14a6faceeecb47cce7c5c27704efff,change,no,7,0,retained/mixed; audit merged runtime,fix: validate SSH session ownership before attach
e207ff027e420ab6e827f9416d9dd279e296e986,change,no,4,0,retained/mixed; audit merged runtime,fix: handle duplicate and partial SSH session inventories
a5a42a07f54619677726fb35c41365e783a46062,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10445 from manaflow-ai/issue-10323-ssh-attach-validation
5aac82e156388350e9ab9a86bc5413d2d55f9d68,change,no,1,0,retained/mixed; audit merged runtime,test: cover malformed Claude Teams PATH entries
30fc1ccf349d822531714c353cf5568ab83036f4,change,no,2,0,retained/mixed; audit merged runtime,fix: reject malformed provider PATH entries
340573fa23a3569e45e98070795cb684d1bd572b,change,no,3,0,retained/mixed; audit merged runtime,test: reject trimmed malformed PATH entries
d985e4a1ab9a317477fbea2ae602a8d306b8f768,change,no,1,0,retained/mixed; audit merged runtime,fix: remove stale BrowserPanelView warning
66cfe3080f8334b02cd8fc7e2242879a6fe4016e,change,no,6,0,retained/mixed; audit merged runtime,fix: centralize executable PATH sanitization
09a231ded29e56ea58194cf6e17e984755b59474,change,no,1,0,retained/mixed; audit merged runtime,test: cover missing-parent PATH traversal
baaf6a5f3fe7b12f862d5f1eb8d1fc53331f1c96,change,no,2,0,retained/mixed; audit merged runtime,test: cover newline-wrapped parent traversal
1af823df322c324f9f33c8cb06e93788b5719c17,change,no,2,0,retained/mixed; audit merged runtime,test: make Claude Teams PATH regression deterministic
7e1d9042c6fa84b4280e85f80a94ac2f440c760f,change,no,1,0,retained/mixed; audit merged runtime,fix: use modern browser focus change callback
763a8d430c7eb4b8aaeded188bbf10ce7ab7fd7b,merge topology,no,0,0,topology; see constituent changes,Merge origin/main to resolve BrowserPanelView conflict
cef69a7052c5fed999a44bc4f610c11a003cb72b,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10356 from manaflow-ai/issue-10221-claude-teams-path-garbage
a4173d710aae682ce03d6c362ee9157eaa7de5c0,change,no,5,0,retained/mixed; audit merged runtime,feat(settings): add MDM managed-device policy resolver
44943f6513f8cf0f40de851117ab23c4e9fdff40,change,no,17,9,retained/mixed; audit merged runtime,feat: enforce MDM policies for embedded browser and iOS remote control
96995771e9d103af8e290f146b2c29895f0d4c59,change,no,3,6,retained/mixed; audit merged runtime,docs: administrator guide for MDM managed policies
f3a0cd1b84c108f5fb5860414e9cb686d2ef0203,change,no,0,2,excluded or superseded paths,docs(web): register /docs/managed-policies in middleware and sitemap
1b76da71595dc2a0c5b7c0753813c38c7f289c70,change,no,0,1,excluded or superseded paths,docs(web): register /docs/managed-policies agent-page variants
512cebbf94fae59210623ff0d8d6e768c6938853,change,no,1,0,retained/mixed; audit merged runtime,fix(xcodeproj): quote AppDelegate+ManagedPolicy.swift file reference path
3e1c71b9bcb3ddbbe7c96f918b56af081c25d3a1,change,no,2,0,retained/mixed; audit merged runtime,fix(tests): correct acceptTransport label and capability import
503ff8c95150cc5249d60ea9417371c2a2129ca9,change,no,9,6,retained/mixed; audit merged runtime,fix: address review findings on managed policies
ac3e913d9dc1c754a9f1a522d6381073916260b0,change,no,1,1,retained/mixed; audit merged runtime,fix: keep phone-push settings editable under DisableRemoteControl
0579cbd05d9e9f2edb8b2683eb97f2a0856658e8,change,no,10,6,retained/mixed; audit merged runtime,fix: harden managed-policy enforcement per deep review
9246a08b01dbfa87f918b162bc4bcd77ce8e01ee,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10377 from manaflow-ai/issue-10374-mdm-managed-policies
03d1acc8447e95016cf11f940bcc5503affea388,change,no,1,0,retained/mixed; audit merged runtime,test: cover CRLF round trips through the Ghostty config setting editor
7dc0da2672d643a39fbabb1cb276a3982778ec2e,change,no,4,0,retained/mixed; audit merged runtime,fix: keep CRLF configs intact in the Ghostty and Codex config editors
097310526d4e53b4df579e3e58f1cf79ad5fbb7c,change,no,2,0,retained/mixed; audit merged runtime,fix: keep finding lines in CR-only config bodies
8bc95edcc686ec667eb1d4537450487a4b41fed0,change,no,1,0,retained/mixed; audit merged runtime,docs: note lone-CR handling in the CmuxConfigLines summary
f49ff8bfa20f63195294f7e5180425d7768b51c8,change,no,1,1,retained/mixed; audit merged runtime,test: cover the Codex config.toml install pipeline on a CRLF config
1fcce161dc2c70df4365def6b9b3566952eb0f70,change,no,2,0,retained/mixed; audit merged runtime,fix: let lineEnding(of:) see a lone CR as the first line break
3eca687f280a46a5d5f841c667c1b835aa7426da,change,no,3,0,retained/mixed; audit merged runtime,refactor: construct CmuxConfigLines at its CLI use sites
89e2e42eb0404f314596522cb4b71a89e1ce5b16,change,no,2,0,retained/mixed; audit merged runtime,test: pin CR-only config bodies to an LF rewrite
c9215c42ac53dfba3893634dd4e48a5794754a8f,change,no,1,1,retained/mixed; audit merged runtime,"Revert ""test: cover the Codex config.toml install pipeline on a CRLF config"""
ff11f04e5babf0f67c18477f55e478598cf827a0,change,no,5,0,retained/mixed; audit merged runtime,test: cover Codex config install and uninstall transforms
c633e34c13a49df3c3b359ffcb8340681ef158bd,change,no,6,0,retained/mixed; audit merged runtime,fix: move Codex config transforms into CmuxFoundation
6f579986d4470a881c157058315d3ffacbc9c451,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10457 from manaflow-ai/issue-10430-cli-config-test-coverage
09c063df1c0982abd670052a481b90fc26f708ae,change,no,1,0,retained/mixed; audit merged runtime,test: cover versioned GitHub poller user-agent
f27707e1635cf862ff36a255eddaf87c10194628,change,no,2,0,retained/mixed; audit merged runtime,fix: version GitHub pull request poller user-agent
3e653f053c2ff862eed8f51868dca2891105f526,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10357 from manaflow-ai/issue-10044-pr-poller-user-agent
7c9a5dc61c9f6f1461b837db68952a7504940671,change,no,4,0,retained/mixed; audit merged runtime,test: reproduce Codex Teams app-server lifetime leak
1977c2e9bdc9974c84a12f36b8d9bc1031347782,change,no,6,0,retained/mixed; audit merged runtime,fix: contain Codex Teams app-server process trees
35dc9c4f49801b7737fd1e63429b4b2fcf1938e0,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10448 from manaflow-ai/issue-10240-codex-teams-app-server-leak
6dba56634da682b5010414b2a16595503675f025,change,no,1,0,retained/mixed; audit merged runtime,test: children must see COLORTERM=truecolor
c9755fd101ba5afffc9f2356563b53072fe0670e,change,no,3,0,retained/mixed; audit merged runtime,fix: advertise COLORTERM=truecolor to every child PTY
23f0c002883bfd4d22721ef670b1666143f7fdbb,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10429 from manaflow-ai/feat-tui-colorterm
27eb4bb8beed1ffaaa5ac7cacd4bb4e06553b883,change,no,3,0,retained/mixed; audit merged runtime,test: cover remote output main-actor deadlock
b43771363eb386f74e5832f957ac04f493ca3049,change,no,7,0,retained/mixed; audit merged runtime,fix(macOS): move remote output off the main actor
93bd71e325a7056345e7a159aad042b816ca2aba,change,no,2,0,retained/mixed; audit merged runtime,fix(macOS): fence stale remote-output resources
178cbb852e6932a44d77101a14b3ded13495902c,change,no,5,0,retained/mixed; audit merged runtime,refactor(macOS): make surface fences async
d0e484510e040487479659800b2e2284bb059e68,change,no,1,0,retained/mixed; audit merged runtime,test(macOS): cover async surface teardown fencing
0a908e6324ccce3297e8b2d810bbfee2eb80a680,change,no,5,0,retained/mixed; audit merged runtime,fix(macOS): serialize lane admission and stale cleanup
9993368fc672f2790a1c19313f4bc770180187cf,change,no,1,0,retained/mixed; audit merged runtime,test(macOS): assert fenced free has not started
0c58a7e36476aef1a8961378ec5e0f565c40b9bb,change,no,1,0,retained/mixed; audit merged runtime,fix(macOS): submit lane fence under admission gate
86743c203f9c116802901ad92811cc8adb2f53d3,change,no,2,0,retained/mixed; audit merged runtime,test(macOS): isolate teardown fence coverage
a17f3079e1dca73b57ba9c686cb50357d0235b7d,change,no,1,0,retained/mixed; audit merged runtime,fix(macOS): import terminal callback context dependency
10549b7c1289999f298f48af0a55754932569d0a,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10441 from manaflow-ai/issue-10232-remote-output-deadlock
a0c8b0f08730c57bdbfb95c88e48590ba0f49249,change,no,1,0,retained/mixed; audit merged runtime,test: cover chrome scheme for translucent themes over ambient window base
4cbb354cfc007496872234ac26aca5bdc09fb934,change,no,6,0,retained/mixed; audit merged runtime,fix: resolve chrome scheme from rendered backdrop for translucent themes
f352137a0d45b313321b09832df42404d4291cdc,change,no,1,0,retained/mixed; audit merged runtime,test(ssh): avoid config probe before shared relay
634e503e5fe72216f79c059197ca46b492d34a05,change,no,3,0,retained/mixed; audit merged runtime,fix(ssh): defer ControlPath resolution until relay recovery
cdaf6a81d253c27a0d2baf9fddb1df6b0a87f329,change,no,4,0,retained/mixed; audit merged runtime,fix(ssh): move recovery path probe off coordinator queue
60ff24c6cc34aa8e8aa1ddbe2259cd1ffd3d55f3,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10361 from manaflow-ai/issue-10104-ssh-idle-latency
f7a8634d0b5840a2e5b343c88298abd273641ead,change,no,4,0,retained/mixed; audit merged runtime,Add failing nushell shell-integration regression tests
994b74a013fc564c14da02e4c68e21aa12de5e1d,change,no,14,0,retained/mixed; audit merged runtime,"Add nushell support: wrapper shim routing, resume envelope, fish-parity integration"
a7fdba9da54042cd13a343e7ce46649514465965,change,no,4,0,retained/mixed; audit merged runtime,"Address PR review: remote dialect, resume-script path escaping, background-send coverage"
402d727f83996a40e0bc76cffb51d1d89cdb4dce,change,no,10,0,retained/mixed; audit merged runtime,"Address CodeRabbit review: constructable typed-command renderers, socket probe cache"
054b5cef7f0ab9c590038a8b9a9e081ef74518fc,change,no,6,0,retained/mixed; audit merged runtime,Document every function added by the nushell-support branch
15e5873dc8f8c7ce9ca15be252904e1d7f2a100d,change,no,1,0,retained/mixed; audit merged runtime,Mark NushellTypedShellCommand nonisolated and Sendable
b75d5bcd4b1d0865848497fefb253af8fc9373b3,change,no,1,0,retained/mixed; audit merged runtime,Route remote tmux fork input through the remoteHost dialect
45392963db4f1fac2748a430a6a51c4e9ad71010,merge topology,no,0,0,topology; see constituent changes,Merge pull request #8104 from RemiKalbe/nushell-support
7998c3f1441be07c4ac384636eb179f13cbad7a3,change,no,0,1,excluded or superseded paths,test: cover the keychain-group mis-bake correction in the TestFlight lanes
487b9a2bf475da20c4de1f38b8c0f3d343b21bdf,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10479 from manaflow-ai/test-keychain-lane-identity
c4cde3c52fcc372eb020c099a41063d5ca0b65c4,change,no,2,0,retained/mixed; audit merged runtime,test(markdown): reproduce reentrant viewer refresh
1ff2e764734b3737f3122523fb301241ef528893,change,no,4,0,retained/mixed; audit merged runtime,fix(markdown): defer viewer repaint across layout churn
e83bacb5decacc0c5c2bccfb96afa9761526c39e,change,no,2,0,retained/mixed; audit merged runtime,fix(markdown): centralize deferred viewer lifecycle
0cbe3779e376a48d7a0407daff705810c649b803,change,no,1,0,retained/mixed; audit merged runtime,refactor(markdown): remove unused lifecycle cancellation hook
e6bdeffb17b21dba52d4a472224ea2f7a0c6dd17,change,no,1,0,retained/mixed; audit merged runtime,test(markdown): cover fractional divider geometry
d64814f49f0c438f6ce56b62e03baf6eeb69ab26,change,no,1,0,retained/mixed; audit merged runtime,fix(markdown): construct scheduler on the main actor
380aa1a15856569c7dafbd7fdce06945cbc27ea3,change,no,2,0,retained/mixed; audit merged runtime,fix(markdown): retry deferred paint after visibility settles
b55178f39e88dec7727d957a86e8f3c57b1ba4fb,change,no,1,0,retained/mixed; audit merged runtime,test(markdown): await deferred rendering actions
73b47dba824ed54528736cca9cf5c4f02980e3e4,change,no,1,0,retained/mixed; audit merged runtime,fix(markdown): avoid hidden-layout retry churn
7f761df08aa79a94219d9ba4a0492e1068806cf9,change,no,1,0,retained/mixed; audit merged runtime,test(markdown): synchronize hidden visibility retry
98d8ce367bbf12406e4460638ea4456b8104aa64,change,no,1,0,retained/mixed; audit merged runtime,fix(markdown): keep one deferred refresh task per burst
eae98026f0219677c43cc98f31ffe8c6287bc7d4,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10474 from manaflow-ai/issue-10470-markdown-viewer-blank-resize
a09fb5322f471535e248f39bc75ebd0755f96d97,change,no,2,0,retained/mixed; audit merged runtime,test: cover SSH relay request authorization
fb5bd53927ec5abcd60608a0e8f01991158da5b9,change,yes,8,0,retained/mixed; audit merged runtime,fix: authorize SSH relay requests at socket ingress
259583ec727c14fdcb43f0c6b7e903b7c94b2f6f,change,no,10,0,retained/mixed; audit merged runtime,fix: address SSH relay review findings
3de9ac2b33e3b45f0d09a53ba8734f1e3f127676,change,no,4,0,retained/mixed; audit merged runtime,fix: validate SSH relay JSON requests
f762a591ef362992eeb3c5b83065cf24c9de09f8,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10461 from manaflow-ai/fix-ssh-relay-missing-authz
5425f758e06ea46890f9a0963efac8cd701abd29,change,no,8,0,retained/mixed; audit merged runtime,"feat(tui): powerline separators, chip styles, and sidebar button customization"
0373a9b529eaf761f90720d4d080e0606a71cdf3,change,no,7,0,retained/mixed; audit merged runtime,feat(tui): configurable plus buttons with right-click menus
09ab74a5b943322263c735f61b5518f182d48c3e,change,no,3,0,retained/mixed; audit merged runtime,"perf(tui): allocation-free bar draw, borrowed labels, validated rail glyph"
9261e825946567d9e373b9f86404d837a6727cfc,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10469 from manaflow-ai/feat-tui-chip-styles
1dd122b4ac97edac20963996f1f65a0a3b4834e7,change,no,0,1,excluded or superseded paths,test(web): header-less push callers must be treated as legacy
02f5759616053109d7f3acfec3288deda0b8607d,change,no,0,3,excluded or superseded paths,fix(web): treat header-less push callers as the legacy namespace
31d8c405987e55533e2381d3b2b2cb99b0c7c6d4,change,no,0,2,excluded or superseded paths,fix(web): reject an explicitly empty namespace header; pin fan-out environments in test
325ca24b486cfedab58cec7078c825d99bb1c9be,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10400 from manaflow-ai/fix-push-legacy-namespace
f46ddffb551022defa122293667876ceffe553df,change,no,1,0,retained/mixed; audit merged runtime,test(tui): attach must give a shell to a session whose workspaces are all bare
5a4780614cecd8e8ef040a24478f928ef31cc4ae,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): give a bare session its shell at attach
73232488c2421abe5cce8b6eea6d314b7b1e69ea,change,no,1,0,retained/mixed; audit merged runtime,review: bind one tree snapshot in the local bootstrap arm
796f2e3fe8fb396f36814d512147eb7eeba4ee1b,change,no,2,0,retained/mixed; audit merged runtime,review: guard the bare-session bootstrap create against a concurrent attach
6ae40f4ea9c0ef32c624e651790e30241328a9c9,change,no,2,0,retained/mixed; audit merged runtime,review: fail closed when the bootstrap guard has no revision metadata
80a08c775efa25947b47e2ec5d420fe4606a3847,change,no,1,0,retained/mixed; audit merged runtime,review: only an explicit empty screen array proves bareness
5cd30251a1d0cc1bf0c958409c21c7788bcac7de,change,no,2,0,retained/mixed; audit merged runtime,review: refresh the tree cache even when the bootstrap create is skipped
edf200bc2c3655037e90e5a5b631b22607298303,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10404 from manaflow-ai/issue-10391-empty-workspace-attach
b2c5ae2a4826aca9e30f8c074c36bb1cccf3b858,change,no,1,0,retained/mixed; audit merged runtime,test: web frontend must retag xterm's WebGL buffer as Display P3
f96c28370a9eee0e859c630e72ef7df1817c06c6,change,no,2,0,retained/mixed; audit merged runtime,fix(web): present the terminal in Display P3 like desktop Ghostty
691718f5deb6008f7817b5a8abe2b64847a0bf47,change,no,1,0,retained/mixed; audit merged runtime,review: static import for retagWebglDisplayP3 tests
74d7a0d653120d314e9621677a3f6cdac798efaf,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10459 from manaflow-ai/feat-tui-web-p3
816e6db4d34d75e7026c67e34a2bd587b9dd1f83,change,no,1,0,retained/mixed; audit merged runtime,cmux-tui: a failed reconnect checkpoint must not tear down the host
3b5976b5844ff80a530d6a103a41168c553e7bfb,change,no,1,0,retained/mixed; audit merged runtime,fix: collapse nested if in surface test (clippy on current toolchain)
1ef056cc74ef02ecc52670836d0c7dd54efc99ef,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10484 from manaflow-ai/fix-tui-reconnect-checkpoint
3fce42c2f1056ca9098bcd346f313992a0b5f32f,change,no,3,0,retained/mixed; audit merged runtime,cmux-tui: machine_provider.command config key (CLI parity)
2de12818792855399a1c0a64eecd7b5238d7f245,change,no,2,0,retained/mixed; audit merged runtime,fmt
badcdc7ee676297c12296fc93cfc19a81e2b9d20,change,no,1,0,retained/mixed; audit merged runtime,fix: collapse nested if in surface test (clippy on current toolchain)
46abd1be93d86a5382765e5a8764da41a8b5797e,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10487 from manaflow-ai/feat-tui-provider-command-config
7e908f0ac4db74b590ebb1808dea676bf376f3e0,change,no,3,0,retained/mixed; audit merged runtime,cmux-tui: self-spawns survive in-place binary upgrades
d0a5d83f06ea08022ac760a39041057f12ad87e0,change,no,1,0,retained/mixed; audit merged runtime,fix: collapse nested if in surface test (clippy on current toolchain)
75b2f8d1ce1950e59e59025a01653dff978f64f2,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10483 from manaflow-ai/fix-tui-self-exe-spawn
84670f40f668e2b76a29abe5358b4a58867359bf,change,no,2,0,retained/mixed; audit merged runtime,"cmux-tui: a missed Kitty limits ack degrades graphics, not the connection"
0c07c7c00217fb52a27c11d543353cfb370b7c6f,change,no,1,0,retained/mixed; audit merged runtime,fix: collapse nested if in surface test (clippy on current toolchain)
6948cffd2274333e441b295b6b5147237b7cfbae,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10485 from manaflow-ai/fix-tui-kitty-ack-policy
06877acf107473da0a0c0ebb72aafd4140cab038,change,no,1,8,retained/mixed; audit merged runtime,fix(ios): present the todo surface instead of a black screen in terminal-less workspaces (#10464)
f4489d207c81c23214c317afea448587c7feb862,change,no,1,4,retained/mixed; audit merged runtime,"Polish the Tailscale Pairing window: QR-first layout, app badge, transport debug rows"
8ca43033fd3847301f71216faa60c5045e3c18ba,change,no,1,2,retained/mixed; audit merged runtime,Pairing window: Iroh/Tailscale chooser at top; QR only on the Tailscale tab
914ca7f137a88556de3ee4b81380a855e07919b5,change,no,0,4,excluded or superseded paths,Pairing model: keep transport diagnostics live and detect Iroh-only attaches
ad84ef2cb0a3bbd7833c650abb16010a1f062676,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10498 from manaflow-ai/polish/pairing-window
5eb0b690ab83482f4e1d2ffd39b36b7fdde8afcb,change,no,0,2,excluded or superseded paths,Pairing follow-ups: app-target picker on the Iroh tab; no re-mint after close
f68b95e8fa278183a8699c02bce2e1d8f1aa49e9,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10502 from manaflow-ai/polish/pairing-followups
41fb1709a8c2dc2eba33b3b68c56701f7da37738,change,no,0,6,excluded or superseded paths,"iOS: always show New Task, warn in composer when no Mac is connected (#10476)"
64edf42dabd774f07b6f0c2b2b4fe6d7cfa081c8,change,no,1,0,retained/mixed; audit merged runtime,fix(web): name the retag context type instead of 'as typeof gl'
e471e5638592d43f1cef52cb08995d66b831aa60,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10504 from manaflow-ai/fix-tui-web-p3-typecheck
93de053d36a0ec2cb8903b1409eff1d966c6b5fb,change,no,3,0,retained/mixed; audit merged runtime,cmux-tui: mirror client focus to the mux
705c31c977cda792820613896004666bebeb17b4,change,no,1,0,retained/mixed; audit merged runtime,fmt
fcf3bc92b8ea7cfc3a0872bd6b8390b2bde2d9b2,change,no,1,0,retained/mixed; audit merged runtime,fmt: test helper indent
67754ec9149210fa23226b9dc3cf5b60d0225a6b,change,no,1,0,retained/mixed; audit merged runtime,test: directional focus mirrors to the mux
94de0721c71b8c8537faab4435d205949dc8179a,change,no,4,0,retained/mixed; audit merged runtime,cmux-tui: per-client focus memory (client-focus-v1)
980f8e80c786075eeab36239f759be8a3944e9de,change,no,42,0,retained/mixed; audit merged runtime,spec: report-focus and client-focus commands (client-focus-v1)
eacde5dcb71cc9c4b09a808c933c610e5c6e2ff7,change,no,5,0,retained/mixed; audit merged runtime,"cmux-tui: focus reports write memory only, never the live shared focus"
1c33f4b93b3cbefe9aebcac5ca12484c59cefff6,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10331 from manaflow-ai/feat-tui-server-focus
5f57e6a3adc58cf48c136873717328bd66a4cb59,change,no,1,0,retained/mixed; audit merged runtime,test: child TERM must advertise xterm-ghostty when its terminfo resolves
3624b0cb184cd2699f3f3937ab1f95f4e4033a97,change,no,2,0,retained/mixed; audit merged runtime,fix: default child TERM to xterm-ghostty when its terminfo resolves
55cb5b511c8ca3eb16126c1e4cc4f6d89cec26e8,change,no,1,0,retained/mixed; audit merged runtime,review: validate the compiled terminfo header before advertising TERM
7dd7f31596046e239586a7f4332f8254236e158d,change,no,1,0,retained/mixed; audit merged runtime,style: rustfmt wrap in terminfo_lookup_rejects_unloadable_entries
6be57b76b7987da8c27eadbff4e72bb3f54ca1fe,merge topology,no,0,0,topology; see constituent changes,Merge origin/main (COLORTERM tests) into feat-tui-term-ghostty
93d796a629fd1e169520c45583535e949dba22c9,change,no,1,0,retained/mixed; audit merged runtime,review: resolve TERM through the system terminfo resolver (infocmp)
4328ba4720030fe9f47d119e0623c2f7bdcdfc63,change,no,1,0,retained/mixed; audit merged runtime,style: rustfmt wrap in default_child_term test
331d67bdf3b8658ef75e27e0531ea5062213aee7,change,no,1,0,retained/mixed; audit merged runtime,review: bound the infocmp lookup and make the resolver test host-agnostic
bf56d7b70b7a39fadc0fc16e4f0ac34ca9f8222d,change,no,1,0,retained/mixed; audit merged runtime,review: reap the timed-out terminfo probe off-thread
37af948e6fbb0c3e84cf5b2a8f299610a9c92682,change,no,2,0,retained/mixed; audit merged runtime,review: gate ghostty TERM on the outer terminal; bound the whole probe
af63e4cb75fe8d5ecb7011ba3c628aff5a289604,change,no,1,0,retained/mixed; audit merged runtime,style: rustfmt wrap in default_child_term
da6bbc32ec6f5bdcc19576b25b159cb51826b1e3,change,no,2,0,retained/mixed; audit merged runtime,review: drop the terminfo probe; pass the outer xterm-ghostty through
4471965b12d19914793f46f96322fff5815da010,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10465 from manaflow-ai/feat-tui-term-ghostty
094f7e69f1b1fb2f6a668b146999ab29a1f96eab,change,no,2,0,retained/mixed; audit merged runtime,test: a journal write racing the snapshot cut aborts checkpoint capture
5e798b82eb338c7ba42f6f30988261bd3c3b79e8,change,no,4,0,retained/mixed; audit merged runtime,"cmux-tui: key the checkpoint fence to one snapshot cut, report skips once"
a4a2af086fdcc42816efb3b2bac4961b8b01c8b7,merge topology,no,0,0,topology; see constituent changes,Merge pull request #10501 from manaflow-ai/feat-tui-checkpoint-reconnect
a1364cc5f2ab4d40a278876334a5660d2f5511cd,change,no,0,2,excluded or superseded paths,test(ios): distinguish sibling builds in computer order
a3ab2878b83d5adba6c32f1d4057ffcd1400a8e6,change,no,0,6,excluded or superseded paths,fix(ios): key computer order by build instance
0f47af206bf1adb901461be06c7091a5cc9b3db0,change,no,0,2,excluded or superseded paths,test(ios): keep sibling builds separate across computer surfaces
5aedb51ea25909431c6b06a9812e4bc83777bff6,change,no,0,77,excluded or superseded paths,fix(ios): isolate computer operations by build identity
ce0ad5d2ea5a14ca917cbe70109d9e31eb1fd0af,change,no,0,1,excluded or superseded paths,test(ios): verify sibling builds in computer order sheet
aa66148f5de082ddfad86253bee449d106c06d0f,change,no,0,6,excluded or superseded paths,fix(ios): reuse computer identity snapshots
239996c9bc891c0c65e3b5c7d8ef9af8e40bec93,change,no,1,16,retained/mixed; audit merged runtime,refactor: centralize build-scoped push identity
845fef25f0ca111c2f5781edb9b9ec94cdb8cbd1,change,no,0,1,excluded or superseded paths,test(ios): isolate private paths by Mac build
82f58c6071a04661b8c85c90df495d86db8ad2ac,change,no,0,22,excluded or superseded paths,fix(ios): scope private paths to Mac builds
c16349559e19c5465ea3fa819ab49471cf87bc17,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into fix-ios-computer-instance-identity
537a7267700a58cc950d850006739539f75e65c5,change,no,1,1,retained/mixed; audit merged runtime,fix: finish main mobile surface integration
6613e5957fb84f841cbf62b3b5b21d3f3d23c69e,change,no,1,0,retained/mixed; audit merged runtime,fix: initialize panel grants on main actor
7a2371f62b3414689fccdd3d787d1c73fec55267,change,no,1,0,retained/mixed; audit merged runtime,fix: update panel cleanup call for main
11508c9bb6fa893367d0f141f585295b5d371d2e,change,no,0,2,excluded or superseded paths,Fix iOS artifact enum exhaustivity
449cd78ed38610dfec3873ede9f0552bf2a1dc80,change,no,0,1,excluded or superseded paths,Expose shell capability workspace type
6fccd12b8480455bffde881d44ccd87202d4c821,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into fix-ios-computer-instance-identity
8b42b449b285c47c8123cc4f277e17b03cfb5b6e,change,no,0,1,excluded or superseded paths,fix(ios): update Mac surface picker preview actions
dad5b175cce67ab0a5e88197180102275daf4ee1,change,no,0,1,excluded or superseded paths,test(ios): avoid sendability macro expansion errors
d953d5220611b4ca4997f082c8770311db5e60ad,change,no,0,1,excluded or superseded paths,test(ios): pass scroll interaction generation
548859fb203601b03759af22ebac6d5e9df78226,change,no,0,1,excluded or superseded paths,test(ios): avoid async XCTest autoclosure
d9138404f6863d341cf5d293b9078e89216429ae,change,no,0,5,excluded or superseded paths,refactor(ios): scope Mac build presentation formatter
dfd56a59ab93e26bbca911ab3b62ce766431e939,change,no,0,1,excluded or superseded paths,refactor(ios): scope task composer group helpers
eff2751c68186c0c9ef8e1add839b21d48ba0fa4,change,no,0,1,excluded or superseded paths,test(ios): query computer order rows by first match
3192a2b715bc013be4b30e75cd82e388ef2be455,change,no,0,1,excluded or superseded paths,test(ios): assert build labels in computer order rows
1a99886d11a2846b8515cd98b7cb00f0372bae4b,change,no,0,1,excluded or superseded paths,test(ios): separate row identity from build labels
86e36fb22164a28b0fb1485e680b4234a727c1e9,change,no,0,1,excluded or superseded paths,refactor(ios): inline task composer group helpers
